station_id,complex_id,gtfs_stop_id,division,line,station_name,borough_name,daytime_routes,structure,north_direction_label,south_direction_label,station_lat,station_lon,station_geom
1,1,R01,BMT,Astoria,Astoria - Ditmars Blvd,Queens,N W,Elevated,,Manhattan,40.775036,-73.912034,POINT(-73.912034 40.775036)
2,2,R03,BMT,Astoria,Astoria Blvd,Queens,N W,Elevated,Ditmars Blvd,Manhattan,40.770258,-73.917843,POINT(-73.917843 40.770258)
3,3,R04,BMT,Astoria,30 Av,Queens,N W,Elevated,Astoria - Ditmars Blvd,Manhattan,40.766779,-73.921479,POINT(-73.921479 40.766779)
4,4,R05,BMT,Astoria,Broadway,Queens,N W,Elevated,Astoria - Ditmars Blvd,Manhattan,40.76182,-73.925508,POINT(-73.925508 40.76182)
5,5,R06,BMT,Astoria,36 Av,Queens,N W,Elevated,Astoria - Ditmars Blvd,Manhattan,40.756804,-73.929575,POINT(-73.929575 40.756804)
6,6,R08,BMT,Astoria,39 Av,Queens,N W,Elevated,Astoria - Ditmars Blvd,Manhattan,40.752882,-73.932755,POINT(-73.932755 40.752882)
7,613,R11,BMT,Astoria,Lexington Av/59 St,Manhattan,N W R,Subway,Queens,Downtown & Brooklyn,40.76266,-73.967258,POINT(-73.967258 40.76266)
8,8,R13,BMT,Astoria,5 Av/59 St,Manhattan,N W R,Subway,Queens,Downtown & Brooklyn,40.764811,-73.973347,POINT(-73.973347 40.764811)
9,9,R14,BMT,Broadway - Brighton,57 St - 7 Av,Manhattan,N Q R W,Subway,Uptown & Queens,Downtown & Brooklyn,40.764664,-73.980658,POINT(-73.980658 40.764664)
10,10,R15,BMT,Broadway - Brighton,49 St,Manhattan,N R W,Subway,Uptown & Queens,Downtown & Brooklyn,40.759901,-73.984139,POINT(-73.984139 40.759901)
11,611,R16,BMT,Broadway - Brighton,Times Sq - 42 St,Manhattan,N Q R W,Subway,Uptown & Queens,Downtown & Brooklyn,40.754672,-73.986754,POINT(-73.986754 40.754672)
12,607,R17,BMT,Broadway - Brighton,34 St - Herald Sq,Manhattan,N Q R W,Subway,Uptown & Queens,Downtown & Brooklyn,40.749567,-73.98795,POINT(-73.98795 40.749567)
13,13,R18,BMT,Broadway - Brighton,28 St,Manhattan,R W,Subway,Uptown & Queens,Downtown & Brooklyn,40.745494,-73.988691,POINT(-73.988691 40.745494)
14,14,R19,BMT,Broadway - Brighton,23 St,Manhattan,R W,Subway,Uptown & Queens,Downtown & Brooklyn,40.741303,-73.989344,POINT(-73.989344 40.741303)
15,602,R20,BMT,Broadway - Brighton,14 St - Union Sq,Manhattan,N Q R W,Subway,Uptown & Queens,Downtown & Brooklyn,40.735736,-73.990568,POINT(-73.990568 40.735736)
16,16,R21,BMT,Broadway - Brighton,8 St - NYU,Manhattan,R W,Subway,Uptown & Queens,Downtown & Brooklyn,40.730328,-73.992629,POINT(-73.992629 40.730328)
17,17,R22,BMT,Broadway - Brighton,Prince St,Manhattan,R W,Subway,Uptown & Queens,Downtown & Brooklyn,40.724329,-73.997702,POINT(-73.997702 40.724329)
18,623,R23,BMT,Broadway,Canal St,Manhattan,R W,Subway,Uptown & Queens,Downtown & Brooklyn,40.719527,-74.001775,POINT(-74.001775 40.719527)
19,623,Q01,BMT,Manhattan Bridge,Canal St,Manhattan,N Q,Subway,Uptown & Queens,Downtown & Brooklyn,40.718383,-74.00046,POINT(-74.00046 40.718383)
20,20,R24,BMT,Broadway,City Hall,Manhattan,R W,Subway,Uptown & Queens,Downtown & Brooklyn,40.713282,-74.006978,POINT(-74.006978 40.713282)
21,624,R25,BMT,Broadway,Cortlandt St,Manhattan,R W,Subway,Uptown & Queens,Downtown & Brooklyn,40.710668,-74.011029,POINT(-74.011029 40.710668)
22,22,R26,BMT,Broadway,Rector St,Manhattan,R W,Subway,Uptown & Queens,Downtown & Brooklyn,40.70722,-74.013342,POINT(-74.013342 40.70722)
23,635,R27,BMT,Broadway,Whitehall St,Manhattan,R W,Subway,Uptown & Queens,Brooklyn,40.703087,-74.012994,POINT(-74.012994 40.703087)
24,620,R28,BMT,Broadway,Court St,Brooklyn,R,Subway,Manhattan,Bay Ridge - 95 St,40.6941,-73.991777,POINT(-73.991777 40.6941)
25,636,R29,BMT,Broadway,Jay St - MetroTech,Brooklyn,R,Subway,Manhattan,Bay Ridge - 95 St,40.69218,-73.985942,POINT(-73.985942 40.69218)
26,26,R30,BMT,Broadway - Brighton,DeKalb Av,Brooklyn,B Q R,Subway,Manhattan,Coney Island - Bay Ridge,40.690635,-73.981824,POINT(-73.981824 40.690635)
27,617,R31,BMT,4th Av,Atlantic Av - Barclays Ctr,Brooklyn,D N R,Subway,Manhattan,Coney Island - Bay Ridge,40.683666,-73.97881,POINT(-73.97881 40.683666)
28,28,R32,BMT,4th Av,Union St,Brooklyn,R,Subway,Manhattan,Bay Ridge - 95 St,40.677316,-73.98311,POINT(-73.98311 40.677316)
29,608,R33,BMT,4th Av,9 St,Brooklyn,R,Subway,Manhattan,Bay Ridge - 95 St,40.670847,-73.988302,POINT(-73.988302 40.670847)
30,30,R34,BMT,4th Av,Prospect Av,Brooklyn,R,Subway,Manhattan,Bay Ridge - 95 St,40.665414,-73.992872,POINT(-73.992872 40.665414)
31,31,R35,BMT,4th Av,25 St,Brooklyn,R,Subway,Manhattan,Bay Ridge - 95 St,40.660397,-73.998091,POINT(-73.998091 40.660397)
32,32,R36,BMT,4th Av,36 St,Brooklyn,D N R,Subway,Manhattan,Coney Island - Bay Ridge,40.655144,-74.003549,POINT(-74.003549 40.655144)
33,33,R39,BMT,4th Av,45 St,Brooklyn,R,Subway,Manhattan,Bay Ridge - 95 St,40.648939,-74.010006,POINT(-74.010006 40.648939)
34,34,R40,BMT,4th Av,53 St,Brooklyn,R,Subway,Manhattan,Bay Ridge - 95 St,40.645069,-74.014034,POINT(-74.014034 40.645069)
35,35,R41,BMT,4th Av,59 St,Brooklyn,N R,Subway,Manhattan,Coney Island - Bay Ridge,40.641362,-74.017881,POINT(-74.017881 40.641362)
36,36,R42,BMT,4th Av,Bay Ridge Av,Brooklyn,R,Subway,Manhattan,95 St,40.634967,-74.023377,POINT(-74.023377 40.634967)
37,37,R43,BMT,4th Av,77 St,Brooklyn,R,Subway,Manhattan,95 St,40.629742,-74.02551,POINT(-74.02551 40.629742)
38,38,R44,BMT,4th Av,86 St,Brooklyn,R,Subway,Manhattan,95 St,40.622687,-74.028398,POINT(-74.028398 40.622687)
39,39,R45,BMT,4th Av,Bay Ridge - 95 St,Brooklyn,R,Subway,Manhattan,,40.616622,-74.030876,POINT(-74.030876 40.616622)
40,617,D24,BMT,Broadway - Brighton,Atlantic Av - Barclays Ctr,Brooklyn,B Q,Subway,Manhattan,Brighton Beach & Coney Island,40.68446,-73.97689,POINT(-73.97689 40.68446)
41,41,D25,BMT,Broadway - Brighton,7 Av,Brooklyn,B Q,Subway,Manhattan,Brighton Beach & Coney Island,40.67705,-73.972367,POINT(-73.972367 40.67705)
42,42,D26,BMT,Broadway - Brighton,Prospect Park,Brooklyn,B Q,Open Cut,Manhattan & Franklin Av,Brighton Beach & Coney Island,40.661614,-73.962246,POINT(-73.962246 40.661614)
43,43,D27,BMT,Broadway - Brighton,Parkside Av,Brooklyn,B Q,Open Cut,Manhattan,Brighton Beach & Coney Island,40.655292,-73.961495,POINT(-73.961495 40.655292)
44,44,D28,BMT,Broadway - Brighton,Church Av,Brooklyn,B Q,Open Cut,Manhattan,Brighton Beach & Coney Island,40.650527,-73.962982,POINT(-73.962982 40.650527)
45,45,D29,BMT,Broadway - Brighton,Beverley Rd,Brooklyn,B Q,Open Cut,Manhattan,Brighton Beach & Coney Island,40.644031,-73.964492,POINT(-73.964492 40.644031)
46,46,D30,BMT,Broadway - Brighton,Cortelyou Rd,Brooklyn,B Q,Open Cut,Manhattan,Brighton Beach & Coney Island,40.640927,-73.963891,POINT(-73.963891 40.640927)
47,47,D31,BMT,Broadway - Brighton,Newkirk Plaza,Brooklyn,B Q,Open Cut,Manhattan,Brighton Beach & Coney Island,40.635082,-73.962793,POINT(-73.962793 40.635082)
48,48,D32,BMT,Broadway - Brighton,Avenue H,Brooklyn,B Q,Open Cut,Manhattan,Brighton Beach & Coney Island,40.62927,-73.961639,POINT(-73.961639 40.62927)
49,49,D33,BMT,Broadway - Brighton,Avenue J,Brooklyn,B Q,Open Cut,Manhattan,Brighton Beach & Coney Island,40.625039,-73.960803,POINT(-73.960803 40.625039)
50,50,D34,BMT,Broadway - Brighton,Avenue M,Brooklyn,B Q,Open Cut,Manhattan,Brighton Beach & Coney Island,40.617618,-73.959399,POINT(-73.959399 40.617618)
51,51,D35,BMT,Broadway - Brighton,Kings Hwy,Brooklyn,B Q,Open Cut,Manhattan,Brighton Beach & Coney Island,40.60867,-73.957734,POINT(-73.957734 40.60867)
52,52,D37,BMT,Broadway - Brighton,Avenue U,Brooklyn,B Q,Open Cut,Manhattan,Brighton Beach & Coney Island,40.5993,-73.955929,POINT(-73.955929 40.5993)
53,53,D38,BMT,Broadway - Brighton,Neck Rd,Brooklyn,B Q,Open Cut,Manhattan,Brighton Beach & Coney Island,40.595246,-73.955161,POINT(-73.955161 40.595246)
54,54,D39,BMT,Broadway - Brighton,Sheepshead Bay,Brooklyn,B Q,Open Cut,Manhattan,Brighton Beach & Coney Island,40.586896,-73.954155,POINT(-73.954155 40.586896)
55,55,D40,BMT,Broadway - Brighton,Brighton Beach,Brooklyn,B Q,Elevated,Manhattan,Coney Island,40.577621,-73.961376,POINT(-73.961376 40.577621)
56,56,D41,BMT,Broadway - Brighton,Ocean Pkwy,Brooklyn,Q,Elevated,Manhattan,Stillwell Av,40.576312,-73.968501,POINT(-73.968501 40.576312)
57,57,D42,BMT,Broadway - Brighton,W 8 St - NY Aquarium,Brooklyn,F Q,Elevated,Manhattan,Stillwell Av,40.576127,-73.975939,POINT(-73.975939 40.576127)
58,58,D43,BMT,Sea Beach / West End / Culver / Brighton,Coney Island - Stillwell Av,Brooklyn,D F N Q,Viaduct,Manhattan,,40.577422,-73.981233,POINT(-73.981233 40.577422)
59,59,B12,BMT,West End,9 Av,Brooklyn,D,Open Cut,Manhattan,Coney Island,40.646292,-73.994324,POINT(-73.994324 40.646292)
60,60,B13,BMT,West End,Fort Hamilton Pkwy,Brooklyn,D,Elevated,Manhattan,Coney Island,40.640914,-73.994304,POINT(-73.994304 40.640914)
61,61,B14,BMT,West End,50 St,Brooklyn,D,Elevated,Manhattan,Coney Island,40.63626,-73.994791,POINT(-73.994791 40.63626)
62,62,B15,BMT,West End,55 St,Brooklyn,D,Elevated,Manhattan,Coney Island,40.631435,-73.995476,POINT(-73.995476 40.631435)
63,615,B16,BMT,West End,62 St,Brooklyn,D,Elevated,Manhattan,Coney Island,40.626472,-73.996895,POINT(-73.996895 40.626472)
64,64,B17,BMT,West End,71 St,Brooklyn,D,Elevated,Manhattan,Coney Island,40.619589,-73.998864,POINT(-73.998864 40.619589)
65,65,B18,BMT,West End,79 St,Brooklyn,D,Elevated,Manhattan,Coney Island,40.613501,-74.00061,POINT(-74.00061 40.613501)
66,66,B19,BMT,West End,18 Av,Brooklyn,D,Elevated,Manhattan,Coney Island,40.607954,-74.001736,POINT(-74.001736 40.607954)
67,67,B20,BMT,West End,20 Av,Brooklyn,D,Elevated,Manhattan,Coney Island,40.604556,-73.998168,POINT(-73.998168 40.604556)
68,68,B21,BMT,West End,Bay Pkwy,Brooklyn,D,Elevated,Manhattan,Coney Island,40.601875,-73.993728,POINT(-73.993728 40.601875)
69,69,B22,BMT,West End,25 Av,Brooklyn,D,Elevated,Manhattan,Coney Island,40.597704,-73.986829,POINT(-73.986829 40.597704)
70,70,B23,BMT,West End,Bay 50 St,Brooklyn,D,Elevated,Manhattan,Coney Island,40.588841,-73.983765,POINT(-73.983765 40.588841)
71,71,N02,BMT,Sea Beach,8 Av,Brooklyn,N,Open Cut,Manhattan,Coney Island,40.635064,-74.011719,POINT(-74.011719 40.635064)
72,72,N03,BMT,Sea Beach,Fort Hamilton Pkwy,Brooklyn,N,Open Cut,Manhattan,Coney Island,40.631386,-74.005351,POINT(-74.005351 40.631386)
73,615,N04,BMT,Sea Beach,New Utrecht Av,Brooklyn,N,Open Cut,Manhattan,Coney Island,40.624842,-73.996353,POINT(-73.996353 40.624842)
74,74,N05,BMT,Sea Beach,18 Av,Brooklyn,N,Open Cut,Manhattan,Coney Island,40.620671,-73.990414,POINT(-73.990414 40.620671)
75,75,N06,BMT,Sea Beach,20 Av,Brooklyn,N,Open Cut,Manhattan,Coney Island,40.61741,-73.985026,POINT(-73.985026 40.61741)
76,76,N07,BMT,Sea Beach,Bay Pkwy,Brooklyn,N,Open Cut,Manhattan,Coney Island,40.611815,-73.981848,POINT(-73.981848 40.611815)
77,77,N08,BMT,Sea Beach,Kings Hwy,Brooklyn,N,Open Cut,Manhattan,Coney Island,40.603923,-73.980353,POINT(-73.980353 40.603923)
78,78,N09,BMT,Sea Beach,Avenue U,Brooklyn,N,Open Cut,Manhattan,Coney Island,40.597473,-73.979137,POINT(-73.979137 40.597473)
79,79,N10,BMT,Sea Beach,86 St,Brooklyn,N,Open Cut,Manhattan,Coney Island,40.592721,-73.97823,POINT(-73.97823 40.592721)
80,80,J12,BMT,Jamaica,121 St,Queens,J Z,Elevated,Jamaica,Manhattan,40.700492,-73.828294,POINT(-73.828294 40.700492)
81,81,J13,BMT,Jamaica,111 St,Queens,J,Elevated,Jamaica,Manhattan,40.697418,-73.836345,POINT(-73.836345 40.697418)
82,82,J14,BMT,Jamaica,104 St,Queens,J Z,Elevated,Jamaica,Manhattan,40.695178,-73.84433,POINT(-73.84433 40.695178)
83,83,J15,BMT,Jamaica,Woodhaven Blvd,Queens,J Z,Elevated,Jamaica,Manhattan,40.693879,-73.851576,POINT(-73.851576 40.693879)
84,84,J16,BMT,Jamaica,85 St - Forest Pkwy,Queens,J,Elevated,Jamaica,Manhattan,40.692435,-73.86001,POINT(-73.86001 40.692435)
85,85,J17,BMT,Jamaica,75 St,Queens,J Z,Elevated,Jamaica,Manhattan,40.691324,-73.867139,POINT(-73.867139 40.691324)
86,86,J19,BMT,Jamaica,Cypress Hills,Brooklyn,J,Elevated,Jamaica,Manhattan,40.689941,-73.87255,POINT(-73.87255 40.689941)
87,87,J20,BMT,Jamaica,Crescent St,Brooklyn,J Z,Elevated,Jamaica,Manhattan,40.683194,-73.873785,POINT(-73.873785 40.683194)
88,88,J21,BMT,Jamaica,Norwood Av,Brooklyn,J Z,Elevated,Jamaica,Manhattan,40.68141,-73.880039,POINT(-73.880039 40.68141)
89,89,J22,BMT,Jamaica,Cleveland St,Brooklyn,J,Elevated,Jamaica,Manhattan,40.679947,-73.884639,POINT(-73.884639 40.679947)
90,90,J23,BMT,Jamaica,Van Siclen Av,Brooklyn,J Z,Elevated,Jamaica,Manhattan,40.678024,-73.891688,POINT(-73.891688 40.678024)
91,91,J24,BMT,Jamaica,Alabama Av,Brooklyn,J,Elevated,Jamaica,Manhattan,40.676992,-73.898654,POINT(-73.898654 40.676992)
92,621,J27,BMT,Jamaica,Broadway Jct,Brooklyn,J Z,Elevated,Jamaica,Manhattan,40.679498,-73.904512,POINT(-73.904512 40.679498)
93,93,J28,BMT,Jamaica,Chauncey St,Brooklyn,J Z,Elevated,Jamaica,Manhattan,40.682893,-73.910456,POINT(-73.910456 40.682893)
94,94,J29,BMT,Jamaica,Halsey St,Brooklyn,J,Elevated,Jamaica,Manhattan,40.68637,-73.916559,POINT(-73.916559 40.68637)
95,95,J30,BMT,Jamaica,Gates Av,Brooklyn,J Z,Elevated,Jamaica,Manhattan,40.68963,-73.92227,POINT(-73.92227 40.68963)
96,96,J31,BMT,Jamaica,Kosciuszko St,Brooklyn,J,Elevated,Jamaica,Manhattan,40.693342,-73.928814,POINT(-73.928814 40.693342)
97,97,M11,BMT,Jamaica,Myrtle Av,Brooklyn,J M Z,Elevated,Jamaica - Middle Village,Manhattan,40.697207,-73.935657,POINT(-73.935657 40.697207)
98,98,M12,BMT,Jamaica,Flushing Av,Brooklyn,J M,Elevated,Jamaica - Middle Village,Manhattan,40.70026,-73.941126,POINT(-73.941126 40.70026)
99,99,M13,BMT,Jamaica,Lorimer St,Brooklyn,J M,Elevated,Jamaica - Middle Village,Manhattan,40.703869,-73.947408,POINT(-73.947408 40.703869)
100,100,M14,BMT,Jamaica,Hewes St,Brooklyn,J M,Elevated,Jamaica - Middle Village,Manhattan,40.70687,-73.953431,POINT(-73.953431 40.70687)
101,101,M16,BMT,Jamaica,Marcy Av,Brooklyn,J M Z,Elevated,Jamaica - Middle Village,Manhattan,40.708359,-73.957757,POINT(-73.957757 40.708359)
102,625,M18,BMT,Jamaica,Essex St,Manhattan,J M Z,Subway,Brooklyn,Broad St (JZ) - Uptown (M),40.718315,-73.987437,POINT(-73.987437 40.718315)
103,103,M19,BMT,Jamaica,Bowery,Manhattan,J Z,Subway,Brooklyn,Broad St,40.72028,-73.993915,POINT(-73.993915 40.72028)
104,623,M20,BMT,Jamaica,Canal St,Manhattan,J Z,Subway,Brooklyn,Broad St,40.718092,-73.999892,POINT(-73.999892 40.718092)
105,622,M21,BMT,Jamaica,Chambers St,Manhattan,J Z,Subway,Brooklyn,Broad St,40.713243,-74.003401,POINT(-74.003401 40.713243)
106,628,M22,BMT,Jamaica,Fulton St,Manhattan,J Z,Subway,Brooklyn,Broad St,40.710374,-74.007582,POINT(-74.007582 40.710374)
107,107,M23,BMT,Jamaica,Broad St,Manhattan,J Z,Subway,Brooklyn,,40.706476,-74.011056,POINT(-74.011056 40.706476)
108,108,M01,BMT,Myrtle Av,Middle Village - Metropolitan Av,Queens,M,Elevated,Manhattan,,40.711396,-73.889601,POINT(-73.889601 40.711396)
109,109,M04,BMT,Myrtle Av,Fresh Pond Rd,Queens,M,Elevated,Manhattan,Metropolitan Av,40.706186,-73.895877,POINT(-73.895877 40.706186)
110,110,M05,BMT,Myrtle Av,Forest Av,Queens,M,Elevated,Manhattan,Metropolitan Av,40.704423,-73.903077,POINT(-73.903077 40.704423)
111,111,M06,BMT,Myrtle Av,Seneca Av,Queens,M,Elevated,Manhattan,Metropolitan Av,40.702762,-73.90774,POINT(-73.90774 40.702762)
112,630,M08,BMT,Myrtle Av,Myrtle - Wyckoff Avs,Brooklyn,M,Elevated,Manhattan,Metropolitan Av,40.69943,-73.912385,POINT(-73.912385 40.69943)
113,113,M09,BMT,Myrtle Av,Knickerbocker Av,Brooklyn,M,Elevated,Manhattan,Metropolitan Av,40.698664,-73.919711,POINT(-73.919711 40.698664)
114,114,M10,BMT,Myrtle Av,Central Av,Brooklyn,M,Elevated,Manhattan,Metropolitan Av,40.697857,-73.927397,POINT(-73.927397 40.697857)
115,618,L01,BMT,Canarsie,8 Av,Manhattan,L,Subway,,Brooklyn,40.739777,-74.002578,POINT(-74.002578 40.739777)
116,601,L02,BMT,Canarsie,6 Av,Manhattan,L,Subway,8 Av,Brooklyn,40.737335,-73.996786,POINT(-73.996786 40.737335)
117,602,L03,BMT,Canarsie,Union Sq - 14 St,Manhattan,L,Subway,8 Av,Brooklyn,40.734789,-73.99073,POINT(-73.99073 40.734789)
118,118,L05,BMT,Canarsie,3 Av,Manhattan,L,Subway,8 Av,Brooklyn,40.732849,-73.986122,POINT(-73.986122 40.732849)
119,119,L06,BMT,Canarsie,1 Av,Manhattan,L,Subway,8 Av,Brooklyn,40.730953,-73.981628,POINT(-73.981628 40.730953)
120,120,L08,BMT,Canarsie,Bedford Av,Brooklyn,L,Subway,Manhattan,Canarsie - Rockaway Parkway,40.717304,-73.956872,POINT(-73.956872 40.717304)
121,629,L10,BMT,Canarsie,Lorimer St,Brooklyn,L,Subway,Manhattan,Canarsie - Rockaway Parkway,40.714063,-73.950275,POINT(-73.950275 40.714063)
122,122,L11,BMT,Canarsie,Graham Av,Brooklyn,L,Subway,Manhattan,Canarsie - Rockaway Parkway,40.714565,-73.944053,POINT(-73.944053 40.714565)
123,123,L12,BMT,Canarsie,Grand St,Brooklyn,L,Subway,Manhattan,Canarsie - Rockaway Parkway,40.711926,-73.94067,POINT(-73.94067 40.711926)
124,124,L13,BMT,Canarsie,Montrose Av,Brooklyn,L,Subway,Manhattan,Canarsie - Rockaway Parkway,40.707739,-73.93985,POINT(-73.93985 40.707739)
125,125,L14,BMT,Canarsie,Morgan Av,Brooklyn,L,Subway,Manhattan,Canarsie - Rockaway Parkway,40.706152,-73.933147,POINT(-73.933147 40.706152)
126,126,L15,BMT,Canarsie,Jefferson St,Brooklyn,L,Subway,Manhattan,Canarsie - Rockaway Parkway,40.706607,-73.922913,POINT(-73.922913 40.706607)
127,127,L16,BMT,Canarsie,DeKalb Av,Brooklyn,L,Subway,Manhattan,Canarsie - Rockaway Parkway,40.703811,-73.918425,POINT(-73.918425 40.703811)
128,630,L17,BMT,Canarsie,Myrtle - Wyckoff Avs,Brooklyn,L,Subway,Manhattan,Canarsie - Rockaway Parkway,40.699814,-73.911586,POINT(-73.911586 40.699814)
129,129,L19,BMT,Canarsie,Halsey St,Queens,L,Subway,Manhattan,Canarsie - Rockaway Parkway,40.695602,-73.904084,POINT(-73.904084 40.695602)
130,130,L20,BMT,Canarsie,Wilson Av,Brooklyn,L,Subway,Manhattan,Canarsie - Rockaway Parkway,40.688764,-73.904046,POINT(-73.904046 40.688764)
131,131,L21,BMT,Canarsie,Bushwick Av - Aberdeen St,Brooklyn,L,Subway,Manhattan,Canarsie - Rockaway Parkway,40.682829,-73.905249,POINT(-73.905249 40.682829)
132,621,L22,BMT,Canarsie,Broadway Jct,Brooklyn,L,Elevated,Manhattan,Canarsie - Rockaway Parkway,40.678856,-73.90324,POINT(-73.90324 40.678856)
133,133,L24,BMT,Canarsie,Atlantic Av,Brooklyn,L,Elevated,Manhattan,Canarsie - Rockaway Parkway,40.675345,-73.903097,POINT(-73.903097 40.675345)
134,134,L25,BMT,Canarsie,Sutter Av,Brooklyn,L,Elevated,Manhattan,Canarsie - Rockaway Parkway,40.669367,-73.901975,POINT(-73.901975 40.669367)
135,135,L26,BMT,Canarsie,Livonia Av,Brooklyn,L,Elevated,Manhattan,Canarsie - Rockaway Parkway,40.664038,-73.900571,POINT(-73.900571 40.664038)
136,136,L27,BMT,Canarsie,New Lots Av,Brooklyn,L,Elevated,Manhattan,Canarsie - Rockaway Parkway,40.658733,-73.899232,POINT(-73.899232 40.658733)
137,137,L28,BMT,Canarsie,E 105 St,Brooklyn,L,At Grade,Manhattan,Canarsie - Rockaway Parkway,40.650573,-73.899485,POINT(-73.899485 40.650573)
138,138,L29,BMT,Canarsie,Canarsie - Rockaway Pkwy,Brooklyn,L,At Grade,Manhattan,,40.646654,-73.90185,POINT(-73.90185 40.646654)
139,627,S01,BMT,Franklin Shuttle,Franklin Av,Brooklyn,S,Elevated,,Prospect Park,40.680596,-73.955827,POINT(-73.955827 40.680596)
141,141,S03,BMT,Franklin Shuttle,Park Pl,Brooklyn,S,Open Cut,Franklin Av,Prospect Park,40.674772,-73.957624,POINT(-73.957624 40.674772)
142,626,S04,BMT,Franklin Shuttle,Botanic Garden,Brooklyn,S,Open Cut,Franklin Av,Prospect Park,40.670343,-73.959245,POINT(-73.959245 40.670343)
143,143,A02,IND,8th Av - Fulton St,Inwood - 207 St,Manhattan,A,Subway,,Downtown & Brooklyn,40.868072,-73.919899,POINT(-73.919899 40.868072)
144,144,A03,IND,8th Av - Fulton St,Dyckman St,Manhattan,A,Subway,207 St,Downtown & Brooklyn,40.865491,-73.927271,POINT(-73.927271 40.865491)
145,145,A05,IND,8th Av - Fulton St,190 St,Manhattan,A,Subway,207 St,Downtown & Brooklyn,40.859022,-73.93418,POINT(-73.93418 40.859022)
146,146,A06,IND,8th Av - Fulton St,181 St,Manhattan,A,Subway,207 St,Downtown & Brooklyn,40.851695,-73.937969,POINT(-73.937969 40.851695)
147,147,A07,IND,8th Av - Fulton St,175 St,Manhattan,A,Subway,207 St,Downtown & Brooklyn,40.847391,-73.939704,POINT(-73.939704 40.847391)
148,605,A09,IND,8th Av - Fulton St,168 St,Manhattan,A C,Subway,207 St,Downtown & Brooklyn,40.840719,-73.939561,POINT(-73.939561 40.840719)
149,149,A10,IND,8th Av - Fulton St,163 St - Amsterdam Av,Manhattan,C,Subway,Uptown,Downtown & Brooklyn,40.836013,-73.939892,POINT(-73.939892 40.836013)
150,150,A11,IND,8th Av - Fulton St,155 St,Manhattan,C,Subway,Uptown,Downtown & Brooklyn,40.830518,-73.941514,POINT(-73.941514 40.830518)
151,151,D13,IND,Concourse,145 St,Manhattan,B D,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.824783,-73.944216,POINT(-73.944216 40.824783)
151,151,A12,IND,8th Av - Fulton St,145 St,Manhattan,A C,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.824783,-73.944216,POINT(-73.944216 40.824783)
152,152,A14,IND,8th Av - Fulton St,135 St,Manhattan,B C,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.817894,-73.947649,POINT(-73.947649 40.817894)
153,153,A15,IND,8th Av - Fulton St,125 St,Manhattan,A B C D,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.811109,-73.952343,POINT(-73.952343 40.811109)
154,154,A16,IND,8th Av - Fulton St,116 St,Manhattan,B C,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.805085,-73.954882,POINT(-73.954882 40.805085)
155,155,A17,IND,8th Av - Fulton St,Cathedral Pkwy (110 St),Manhattan,B C,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.800603,-73.958161,POINT(-73.958161 40.800603)
156,156,A18,IND,8th Av - Fulton St,103 St,Manhattan,B C,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.796092,-73.961454,POINT(-73.961454 40.796092)
157,157,A19,IND,8th Av - Fulton St,96 St,Manhattan,B C,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.791642,-73.964696,POINT(-73.964696 40.791642)
158,158,A20,IND,8th Av - Fulton St,86 St,Manhattan,B C,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.785868,-73.968916,POINT(-73.968916 40.785868)
159,159,A21,IND,8th Av - Fulton St,81 St - Museum of Natural History,Manhattan,B C,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.781433,-73.972143,POINT(-73.972143 40.781433)
160,160,A22,IND,8th Av - Fulton St,72 St,Manhattan,B C,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.775594,-73.97641,POINT(-73.97641 40.775594)
161,614,A24,IND,8th Av - Fulton St,59 St - Columbus Circle,Manhattan,A B C D,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.768296,-73.981736,POINT(-73.981736 40.768296)
162,162,A25,IND,8th Av - Fulton St,50 St,Manhattan,C E,Subway,Uptown - Queens,Downtown & Brooklyn,40.762456,-73.985984,POINT(-73.985984 40.762456)
163,611,A27,IND,8th Av - Fulton St,42 St - Port Authority Bus Terminal,Manhattan,A C E,Subway,Uptown - Queens,Downtown & Brooklyn,40.757308,-73.989735,POINT(-73.989735 40.757308)
164,164,A28,IND,8th Av - Fulton St,34 St - Penn Station,Manhattan,A C E,Subway,Uptown - Queens,Downtown & Brooklyn,40.752287,-73.993391,POINT(-73.993391 40.752287)
165,165,A30,IND,8th Av - Fulton St,23 St,Manhattan,C E,Subway,Uptown - Queens,Downtown & Brooklyn,40.745906,-73.998041,POINT(-73.998041 40.745906)
166,618,A31,IND,8th Av - Fulton St,14 St,Manhattan,A C E,Subway,Uptown - Queens,Downtown & Brooklyn,40.740893,-74.00169,POINT(-74.00169 40.740893)
167,167,D20,IND,6th Av - Culver,W 4 St,Manhattan,B D F M,Subway,Uptown - Queens,Downtown & Brooklyn,40.732338,-74.000495,POINT(-74.000495 40.732338)
